ship_city_state,transaction_count,sum_trans_amount,avg_trans_amount
"de soto, wi",1,1306.09,1306.09
"olyphant, pa",1,1452.20,1452.20
"gulf stream, fl",1,1932.42,1932.42
"greenville, ms",1,1075.35,1075.35
"mount sidney, va",1,961.39,961.39
"oldtown, id",1,79.50,79.50
"northfield, vt",2,3752.40,1876.20
"plummer, id",1,1803.06,1803.06
"saint hedwig, tx",1,980.75,980.75
"quilcene, wa",1,669.00,669.00
"tuscola, tx",1,1021.88,1021.88
"mountain view, ar",2,1216.60,608.30
"willoughby hills, oh",2,1179.75,589.88
"magnolia, de",5,3526.38,705.28
"sparta, mo",1,1828.00,1828.00
"gwinn, mi",1,1913.30,1913.30
"newark valley, ny",1,882.36,882.36
"rockaway beach, ny",3,1746.36,582.12
"west miami, fl",2,3073.04,1536.52
"solvay, ny",2,1092.96,546.48
"rainbow city, al",1,1030.32,1030.32
"wailuku, hi",1,1261.52,1261.52
"woodville, ms",1,768.26,768.26
"saint george, me",1,1828.31,1828.31
"haydenville, ma",3,3559.37,1186.46
"east kingston, nh",2,2260.00,1130.00
"fort washakie, wy",1,2729.00,2729.00
"brush, co",2,1999.03,999.52
"jefferson, nh",1,1005.00,1005.00
"petersburg, ny",2,2195.64,1097.82
"saltsburg, pa",1,959.30,959.30
"tahoma, ca",1,1484.34,1484.34
"cross lanes, wv",1,856.48,856.48
"ashland, mt",1,988.00,988.00
"cairo, ga",2,1206.36,603.18
"ponder, tx",1,410.27,410.27
"streetman, tx",1,913.63,913.63
"mount morris, mi",1,846.94,846.94
"richeyville, pa",2,1376.94,688.47
"whitehall, ny",2,3259.22,1629.61
"harriman, ny",1,2814.49,2814.49
"san benito, tx",2,898.48,449.24
"west creek, nj",2,2244.45,1122.23
"mc alpin, fl",1,1636.03,1636.03
"lakeville, oh",1,709.62,709.62
"endwell, ny",2,1026.00,513.00
"martelle, ia",1,884.89,884.89
"heyworth, il",1,1326.00,1326.00
"cement city, mi",2,1040.92,520.46
"ash grove, mo",2,926.00,463.00
"liverpool, pa",1,1659.96,1659.96
"scottdale, pa",1,1001.70,1001.70
"manzanita, or",1,89.00,89.00
"san saba, tx",1,2061.08,2061.08
"indian creek, il",1,1459.88,1459.88
"nowthen, mn",1,1035.90,1035.90
"north muskegon, mi",2,1302.74,651.37
"medford lakes, nj",1,700.53,700.53
"minersville, pa",1,26.50,26.50
"cooperstown, nd",1,711.90,711.90
"south haven, mn",1,971.74,971.74
"manning, nd",1,124.95,124.95
"reeds spring, mo",2,2511.00,1255.50
"ellis, ks",1,1400.65,1400.65
"south beloit, il",1,2151.56,2151.56
"catoosa, ok",1,2804.00,2804.00
"marshall, tx",2,2332.54,1166.27
"faber, va",1,1772.20,1772.20
"ona, wv",1,3131.24,3131.24
"oakman, al",1,978.48,978.48
"swanton, md",1,142.04,142.04
"west coxsackie, ny",1,1115.64,1115.64
"east taunton, ma",2,3318.19,1659.10
"newton u f, ma",2,962.63,481.32
"tioga, pa",1,1629.22,1629.22
"declo, id",2,4046.02,2023.01
"mililani, hi",3,4409.94,1469.98
"deep river, ct",1,848.67,848.67
"woodfin, nc",2,327.42,163.71
"williamsburg, mi",1,2474.04,2474.04
"schaghticoke, ny",2,2786.40,1393.20
"coplay, pa",1,231.08,231.08
"upton, ny",1,628.00,628.00
"hallstead, pa",1,1169.18,1169.18
"tallassee, tn",3,3295.79,1098.60
"san andreas, ca",1,1046.76,1046.76
"bay city, tx",1,126.00,126.00
"wallace, ca",2,1941.22,970.61
"dyersburg, tn",3,1469.51,489.84
"vallecito, ca",2,587.73,293.87
"lake suzy, fl",1,170.93,170.93
"billings, mo",1,2053.00,2053.00
"peosta, ia",2,2603.31,1301.66
"stewart, fl",1,137.39,137.39
"madrid, ny",2,1750.68,875.34
"oconto falls, wi",1,1945.00,1945.00
"hillsboro, mo",1,228.00,228.00
"spring glen, ny",1,1446.12,1446.12
"atalissa, ia",1,1659.57,1659.57
"weiser, id",1,1614.38,1614.38
"ponce inlet, fl",1,403.64,403.64
"caldwell, tx",2,1128.13,564.07
"thorsby, al",1,38.88,38.88
"lyman, sc",1,1728.05,1728.05
"overland, mo",1,679.00,679.00
"brookneal, va",1,1428.92,1428.92
"salisbury, mo",1,1813.00,1813.00
"meridianville, al",2,1647.68,823.84
"indian rocks beach, fl",3,4666.27,1555.42
"paradox, ny",1,358.00,358.00
"hampton, nj",1,819.95,819.95
"mckeesport, pa",2,2162.47,1081.24
"kittanning, pa",1,1050.46,1050.46
"rochelle, va",1,1796.42,1796.42
"hazle township, pa",1,79.50,79.50
"danville, va",1,229.55,229.55
"staunton, il",1,2006.00,2006.00
"nome, ak",1,1124.46,1124.46
"fairbury, ne",1,1904.27,1904.27
"la fayette, ny",1,1432.08,1432.08
"inverness, ca",1,4193.61,4193.61
"homeland, ca",1,977.29,977.29
"ludowici, ga",2,181.72,90.86
"walterville, or",1,905.00,905.00
"valley center, ks",2,1060.05,530.03
"valley city, oh",1,358.68,358.68
"adelphi, md",2,728.22,364.11
"norwood, nj",3,4001.63,1333.88
"satsuma, al",1,977.40,977.40
"oregon, il",2,2420.38,1210.19
"bulls gap, tn",1,974.58,974.58
"bolivar, tn",1,931.78,931.78
"laurens, ny",2,4034.88,2017.44
"mount carmel, il",1,231.63,231.63
"millvale, pa",1,809.99,809.99
"jay, ny",1,1167.48,1167.48
"kanab, ut",2,2607.62,1303.81
"crivitz, wi",1,983.85,983.85
"frazeysburg, oh",1,1108.97,1108.97
"lewisville, ar",2,1231.40,615.70
"skagway, ak",1,4221.93,4221.93
"skiatook, ok",1,1025.15,1025.15
"lincolnia, va",1,1061.06,1061.06
"gladstone, nj",1,996.94,996.94
"alsea, or",1,1348.00,1348.00
"malaga, wa",1,1613.67,1613.67
"pleasant grove, ca",1,1078.94,1078.94
"giddings, tx",2,1710.35,855.18
"cresco, pa",1,2000.22,2000.22
"century city, ca",1,2058.60,2058.60
"philipsburg, pa",1,5366.00,5366.00
"deer river, mn",1,63.06,63.06
"grants, nm",1,398.98,398.98
"creve coeur, il",1,126.44,126.44
"ralston, ne",1,911.52,911.52
"albion, ca",1,642.93,642.93
"reddick, fl",4,4000.99,1000.25
"finleyville, pa",2,1408.88,704.44
"shrub oak, ny",1,658.00,658.00
"ashton, id",1,846.94,846.94
"dodge center, mn",1,1015.77,1015.77
"tyner, nc",2,2568.41,1284.21
"cumby, tx",2,428.68,214.34
"polson, mt",2,1266.00,633.00
"land o lakes, wi",1,1812.49,1812.49
"miller, sd",2,1105.48,552.74
"shawsville, va",1,592.84,592.84
"thompsonville, mi",1,847.74,847.74
"hillside, il",2,2370.44,1185.22
"biscoe, nc",1,637.72,637.72
"west plains, mo",1,1596.00,1596.00
"orrick, mo",1,1756.00,1756.00
"caledonia, wi",1,625.80,625.80
"kiryas joel, ny",1,127.59,127.59
"donalsonville, ga",1,41.04,41.04
"maiden, nc",1,148.73,148.73
"sweeny, tx",1,3231.00,3231.00
"shiocton, wi",2,1200.88,600.44
"lansing, ks",2,2267.25,1133.63
"holton, mi",1,1231.72,1231.72
"palmyra, ne",2,1854.69,927.35
"montz, la",1,5120.14,5120.14
"havana, ar",1,1969.54,1969.54
"collinsville, va",5,3536.68,707.34
"black creek, ny",3,1576.52,525.51
"windsor hills, ca",2,885.86,442.93
"hope, mi",1,1087.56,1087.56
"selma, nc",1,1357.86,1357.86
"lula, ga",1,147.66,147.66
"holdingford, mn",1,1666.86,1666.86
"sawyer, mi",1,1116.18,1116.18
"midway park, nc",1,1746.24,1746.24
"bieber, ca",1,1846.84,1846.84
"cankton, la",1,124.30,124.30
"bowling green, ny",1,802.41,802.41
"westford, vt",2,2067.00,1033.50
"village of loch lloyd, mo",1,2013.00,2013.00
"athol, id",1,2442.24,2442.24
"goshen, ma",3,5325.25,1775.08
"mayfield hts, oh",1,1976.40,1976.40
"st. charles, mo",1,1896.00,1896.00
"memphis, ny",1,10.80,10.80
"hawthorne, fl",1,1629.61,1629.61
"schnecksville, pa",1,685.82,685.82
"danville, ar",1,1008.45,1008.45
"jeromesville, oh",1,927.69,927.69
"stockton, nj",2,1755.05,877.53
"piney point, md",3,7867.33,2622.44
"strasburg, nd",1,843.16,843.16
"gasquet, ca",2,852.82,426.41
"pittsville, wi",1,2479.25,2479.25
"cairo, il",2,635.38,317.69
"palmhurst, tx",1,2502.74,2502.74
"pelham, ga",1,1087.56,1087.56
"cheraw, sc",1,2813.40,2813.40
"medford, mn",1,589.49,589.49
"milner, ga",1,822.83,822.83
"scottsville, ky",1,3138.66,3138.66
"mission hill, ma",1,160.44,160.44
"shiner, tx",1,1011.06,1011.06
"hales corners, wi",3,1575.12,525.04
"lancaster, mo",2,3956.00,1978.00
"spanish fort, al",4,5161.28,1290.32
"muenster, tx",1,31.39,31.39
"star lake, ny",1,57.00,57.00
"buffalo lake, mn",1,232.99,232.99
"moodus, ct",1,1098.60,1098.60
"kimberton, pa",1,391.14,391.14
"hartland, mi",2,1636.64,818.32
"sebring, fl",2,4961.13,2480.57
"yorktown, in",1,31.03,31.03
"westwego, la",2,5151.48,2575.74
"concrete, wa",1,314.65,314.65
"haviland, oh",2,2307.93,1153.97
"live oak, ca",2,1313.82,656.91
"coral, pa",1,178.08,178.08
"sterling, nd",1,3369.67,3369.67
"eaton, co",1,1994.10,1994.10
"walton, ny",1,1127.52,1127.52
"black canyon city, az",1,848.67,848.67
"columbus, wi",1,1117.25,1117.25
"alba, tx",2,2980.99,1490.50
"wadena, mn",1,26.84,26.84
"alexander, ar",1,1468.18,1468.18
"wildwood, fl",3,3023.82,1007.94
"weston, mo",1,1237.00,1237.00
"douglas, mi",1,209.88,209.88
"waverly, ia",2,2036.21,1018.11
"hanalei, hi",1,1671.49,1671.49
"donnelly, id",1,422.94,422.94
"spring valley, wi",1,1723.87,1723.87
"painesdale, mi",1,1003.82,1003.82
"roseville, il",2,1987.94,993.97
"lapwai, id",1,2307.62,2307.62
"montague, mi",1,306.34,306.34
"russia, oh",1,1454.31,1454.31
"frankston, tx",1,1218.89,1218.89
"east harwich, ma",1,961.56,961.56
"winterport, me",1,125.55,125.55
"goshen, oh",1,1989.82,1989.82
"hico, tx",3,6222.20,2074.07
"st paul, tx",1,950.44,950.44
"cynthiana, ky",2,2051.10,1025.55
"coaling, al",1,973.08,973.08
"massena, ny",1,195.00,195.00
"winnsboro, sc",1,1031.48,1031.48
"sleepy eye, mn",1,2856.17,2856.17
"girard, ks",1,912.68,912.68
"peru, me",1,1015.96,1015.96
"penitas, tx",1,916.88,916.88
"robertsdale, al",1,182.52,182.52
"marcellus, mi",1,1521.10,1521.10
"port republic, md",2,1436.69,718.35
"mount sinai, ny",1,172.00,172.00
"vale, nc",1,968.35,968.35
"york harbor, me",1,42.20,42.20
"davisville, wv",1,1118.30,1118.30
"talala, ok",1,125.47,125.47
"shelbyville, tn",1,34.00,34.00
"gerrardstown, wv",1,1287.90,1287.90
"angola, ny",1,877.61,877.61
"mars hill, nc",1,148.73,148.73
"fortson, ga",2,1830.60,915.30
"kenvil, nj",1,138.00,138.00
"wadmalaw island, sc",1,1159.76,1159.76
"sevier, ut",1,812.51,812.51
"letcher, sd",1,1103.34,1103.34
"hollis center, me",1,1427.41,1427.41
"central city, ia",1,1412.40,1412.40
"north salem, in",1,2022.30,2022.30
"cascade, md",1,719.74,719.74
"lake ronkonkoma, ny",1,1004.78,1004.78
"rockleigh, nj",1,1071.58,1071.58
"howard, oh",3,1332.09,444.03
"waynesburg, pa",1,325.42,325.42
"gladys, va",1,1354.16,1354.16
"garrett park, md",1,1007.05,1007.05
"hermosa, sd",1,1022.01,1022.01
"montague, ca",1,1265.55,1265.55
"millville, wv",1,1090.74,1090.74
"newark, mo",1,3396.00,3396.00
"woodruff, ut",1,985.86,985.86
"brusly, la",1,1073.75,1073.75
"gladstone, il",1,636.44,636.44
"lyndeborough, nh",1,79.00,79.00
"voluntown, ct",1,1090.09,1090.09
"west newton, pa",1,1576.22,1576.22
"north brookfield, ma",1,1661.75,1661.75
"carlton, or",1,993.00,993.00
"chandlerville, il",1,1267.56,1267.56
"sinclairville, ny",1,360.72,360.72
"wright patterson afb, oh",1,46.00,46.00
"creswell, or",1,995.00,995.00
"sabinal, tx",2,1834.84,917.42
"cerrillos, nm",1,170.33,170.33
"stanton, tn",1,29.00,29.00
"hull, ia",2,2601.17,1300.59
"san antonio, fl",2,4335.64,2167.82
"anthony, nm",1,1751.77,1751.77
"blairstown, nj",3,4550.75,1516.92
"petersburg, il",1,1160.25,1160.25
"electric city, wa",1,1982.22,1982.22
"verona, pa",1,89.88,89.88
"san quentin, ca",2,257.64,128.82
"kingsford, mi",1,1139.50,1139.50
"appomattox, va",1,1133.03,1133.03
"jenkinsburg, ga",1,1190.91,1190.91
"mcalester, ok",1,43.90,43.90
"holy cross, ia",1,105.93,105.93
"sabattus, me",1,2454.98,2454.98
"marina dl rey, ca",1,75.56,75.56
"finger, tn",2,1398.22,699.11
"bow mar, co",1,1477.22,1477.22
"hopewell, va",1,1347.84,1347.84
"lagunitas, ca",1,571.56,571.56
"ruston, wa",1,160.60,160.60
"anza, ca",1,728.39,728.39
"borger, tx",1,34.00,34.00
"easton, me",1,103.00,103.00
"rome, ny",1,1017.90,1017.90
"worcester, vt",1,804.54,804.54
"south lake, tx",1,1112.81,1112.81
"greenwood, ms",1,478.29,478.29
"elkader, ia",1,1075.35,1075.35
"west haverstraw, ny",1,989.46,989.46
"peapack, nj",1,1456.50,1456.50
"richmond, ut",2,1097.82,548.91
"pahokee, fl",2,874.19,437.10
"selah, wa",1,45.00,45.00
"pleasant hope, mo",1,756.00,756.00
"cambridge, ny",1,233.26,233.26
"solomons, md",1,1671.62,1671.62
"sabillasville, md",1,1068.48,1068.48
"three springs, pa",2,2424.06,1212.03
"oldenburg, in",1,928.76,928.76
"upper black eddy, pa",1,923.00,923.00
"ogilvie, mn",1,2336.48,2336.48
"canutillo, tx",1,2363.10,2363.10
"golden beach, fl",1,426.93,426.93
"sandia, tx",1,1433.23,1433.23
"falls city, tx",1,1108.48,1108.48
"turtle creek, pa",1,57.00,57.00
"osage, ia",1,1439.15,1439.15
"goliad, tx",1,1659.48,1659.48
"beresford, sd",1,709.56,709.56
"thornhurst, pa",1,955.06,955.06
"knife river, mn",1,3875.16,3875.16
"hague, va",1,235.87,235.87
"great neck plaza, ny",1,140.13,140.13
"sheridan, il",1,1500.25,1500.25
"torrington, wy",1,2337.60,2337.60
"blossom, tx",1,864.92,864.92
"lauderdale by the sea, fl",1,567.10,567.10
"beach city, tx",1,1289.42,1289.42
"vincent, oh",1,979.19,979.19
"cordillera, co",1,244.76,244.76
"soda springs, id",1,1073.78,1073.78
"lincoln city, or",1,20.00,20.00
"fittstown, ok",1,715.50,715.50
"baltic, sd",1,1072.45,1072.45
"oregon, oh",1,1055.34,1055.34
"benzonia, mi",1,930.68,930.68
"wann, ok",2,2504.57,1252.29
"cambridge, oh",1,969.54,969.54
"wilmington, il",3,3509.43,1169.81
"carle place, ny",1,1915.06,1915.06
"bethel, me",1,1157.33,1157.33
"spring valley, il",1,1538.50,1538.50
"lakewood vlg, tx",1,1119.31,1119.31
"livermore, ky",1,959.30,959.30
"rollingstone, mn",1,1152.13,1152.13
"worley, id",1,1012.30,1012.30
"north branford, ct",1,1033.72,1033.72
"albion, in",1,498.00,498.00
"deweyville, ut",1,2396.80,2396.80
"hogansville, ga",1,967.28,967.28
"randall, mn",1,1791.01,1791.01
"faison, nc",1,73.83,73.83
"trevose, pa",1,1075.90,1075.90
"petersham, ma",1,30.81,30.81
"dufur, or",2,1395.00,697.50
"coulterville, ca",1,997.77,997.77
"cedar hill, mo",1,1184.00,1184.00
"maurepas, la",1,284.67,284.67
"lowry, va",1,1523.69,1523.69
"hennepin, il",1,955.19,955.19
"oak grove, mo",1,2198.00,2198.00
"manito, il",2,1166.63,583.32
"cedar point, nc",1,872.15,872.15
"new market, al",2,2752.92,1376.46
"barneveld, ny",1,998.33,998.33
"elizabeth, pa",2,3095.30,1547.65
"bowie, tx",2,4581.14,2290.57
"twn and cntry, mo",2,1454.99,727.50
"west blocton, al",1,117.72,117.72
"lower merion, pa",2,1537.00,768.50
"grayson, ky",3,944.84,314.95
"moreland hls, oh",1,1653.48,1653.48
"booth, tx",1,1264.36,1264.36
"bridgman, mi",1,907.36,907.36
"richardton, nd",1,759.70,759.70
"mastic beach, ny",2,1262.44,631.22
"albany, oh",1,1086.44,1086.44
"nanticoke, pa",1,2139.08,2139.08
"sea isle city, nj",1,968.16,968.16
"sunderland, vt",1,1355.74,1355.74
"collinsville, tx",2,862.76,431.38
"elmore, vt",1,2641.56,2641.56
"little valley, ny",1,2291.76,2291.76
"lansing, il",2,1034.91,517.46
"west sayville, ny",1,1038.46,1038.46
"white sands, nm",1,2607.90,2607.90
"waccabuc, ny",1,2034.20,2034.20
"wrightsville, pa",1,956.12,956.12
"farmersville station, ny",1,1079.58,1079.58
"bushnell, fl",1,1108.52,1108.52
"iron ridge, wi",1,746.94,746.94
"eldorado springs, co",1,1085.54,1085.54
"shutesbury, ma",1,1110.31,1110.31
"crawford, co",1,114.16,114.16
"demorest, ga",2,1164.16,582.08
"iola, wi",1,892.53,892.53
"victory mills, ny",1,1580.39,1580.39
"arcadia, fl",1,1200.77,1200.77
"minerva, oh",3,4444.52,1481.51
"white sulphur springs, wv",1,1278.36,1278.36
"stamping ground, ky",1,970.96,970.96
"craigsville, wv",1,1381.18,1381.18
"silt, co",1,1021.96,1021.96
"rogersville, tn",1,1974.40,1974.40
"williamston, nc",1,103.00,103.00
"palmyra, nj",2,1226.98,613.49
"tukwial, wa",1,1352.03,1352.03
"kersey, pa",1,1509.44,1509.44
"wellsburg, wv",1,2992.38,2992.38
"magee, ms",2,7310.24,3655.12
"long prairie, mn",1,3353.32,3353.32
"bel alton, md",1,1128.90,1128.90
"columbus, mt",1,915.00,915.00
"ligonier, in",1,1012.22,1012.22
"forest city, nc",2,308.16,154.08
"kings point, ny",2,343.26,171.63
"chappell hill, tx",1,1591.28,1591.28
"rhoadesville, va",1,26.33,26.33
"jefferson, ia",1,116.63,116.63
"whitehall, wi",1,3045.78,3045.78
"somers, mt",1,1365.00,1365.00
"wind gap, pa",1,1005.94,1005.94
"pollock, la",1,1188.64,1188.64
"livingston, tn",3,1447.59,482.53
"lena, il",1,1004.06,1004.06
"ellabell, ga",1,1064.88,1064.88
"wingo, ky",1,1513.68,1513.68
"verona, ky",1,1051.52,1051.52
"arbor vitae, wi",1,685.75,685.75
"milaca, mn",1,1571.97,1571.97
"breaux bridge, la",1,1879.06,1879.06
"belton, sc",1,147.66,147.66
"moreland, ga",1,1522.61,1522.61
"connersville, in",1,502.90,502.90
"ophir, co",1,968.98,968.98
"emigrant gap, ca",1,190.91,190.91
"tiptonville, tn",2,2287.00,1143.50
"entiat, wa",1,2267.80,2267.80
"savery, wy",1,115.54,115.54
"maypearl, tx",1,1012.14,1012.14
"portersville, pa",1,829.98,829.98
"disputanta, va",1,2666.20,2666.20
"cedar key, fl",1,52.43,52.43
"monticello, ky",1,623.28,623.28
"ossineke, mi",1,1895.28,1895.28
"la crescent, mn",1,1459.91,1459.91
"cogan station, pa",3,4613.12,1537.71
"olmos park, tx",1,1365.03,1365.03
"fisher, il",1,37.19,37.19
"gaylordsville, ct",1,445.61,445.61
"mayville, nd",1,628.95,628.95
"albion, il",1,1016.81,1016.81
"independence, ca",1,6105.11,6105.11
"stanford, il",1,1026.38,1026.38
"delton, mi",1,95.40,95.40
"green springs, oh",1,1278.42,1278.42
"caldwell, oh",4,1492.93,373.23
"fallon, nv",1,1055.56,1055.56
"paradise, tx",2,2185.57,1092.79
"danby, vt",1,781.22,781.22
"marydel, de",1,957.00,957.00
"gold hill, or",2,1622.00,811.00
"louisburg, ks",1,3076.95,3076.95
"boonton township, nj",1,1049.19,1049.19
"citrus springs, fl",1,1512.62,1512.62
"titusville, pa",1,1013.36,1013.36
"landisburg, pa",1,475.94,475.94
"woodward, ok",1,1056.80,1056.80
"tipton, in",1,1010.08,1010.08
"breezewood, pa",1,1224.30,1224.30
"la verkin, ut",1,989.57,989.57
"dacono, co",2,3181.67,1590.84
"piedmont, sd",1,1770.03,1770.03
"chubbuck, id",2,1074.84,537.42
"celina, tn",1,1607.84,1607.84
"eyota, mn",1,1331.78,1331.78
"palomar park, ca",1,1884.53,1884.53
"rice, mn",1,1459.23,1459.23
"strabane, pa",1,1002.76,1002.76
"new castle, in",1,1088.19,1088.19
"east china, mi",1,2038.38,2038.38
"east montpelier, vt",1,972.02,972.02
"sun city center, fl",2,1131.97,565.99
"geronimo, ok",1,30.89,30.89
"la honda, ca",1,706.56,706.56
"richland, in",1,1026.13,1026.13
"manquin, va",1,240.08,240.08
"winhall, vt",1,3991.10,3991.10
"rockwell, nc",1,58.85,58.85
"silver lake, oh",1,1464.61,1464.61
"pemberton, nj",1,1327.48,1327.48
"sunnyside, wa",1,2105.57,2105.57
"nolanville, tx",1,43.30,43.30
"dayton, ky",1,960.36,960.36
"barron, wi",1,1126.74,1126.74
"berthold, nd",1,957.60,957.60
"zephyhills, fl",1,820.69,820.69
"waynesboro, ga",1,2119.67,2119.67
"bingen, wa",1,968.00,968.00
"granite, ok",1,1193.00,1193.00
"lexington, il",1,817.06,817.06
"bantam, ct",1,126.56,126.56
"rome, oh",2,167.60,83.80
"immaculata, pa",1,1015.48,1015.48
"utica, oh",1,1883.31,1883.31
"monterey county, ca",1,327.75,327.75
"newport, mi",1,719.74,719.74
"minonk, il",1,955.19,955.19
"cedar lake, in",1,967.28,967.28
"sherman, il",1,709.75,709.75
"valley view, pa",1,115.54,115.54
"williams, ca",1,1151.86,1151.86
"iowa park, tx",1,950.45,950.45
"salem, sd",1,1263.09,1263.09
"crowley, la",1,208.90,208.90
"robins afb, ga",1,46.00,46.00
"marquette heights, il",1,34.00,34.00
"kellogg, id",2,430.36,215.18
"escalon, ca",1,981.60,981.60
"peace dale, ri",2,5315.47,2657.74
"bedford, va",1,1199.37,1199.37
"haledon, nj",2,265.50,132.75
"fredonia, ny",1,1001.16,1001.16
"mount olive, al",2,3150.47,1575.24
"ecorse, mi",2,1884.68,942.34
"minster, oh",1,1619.48,1619.48
"lake point, ut",1,972.79,972.79
"carlyle, il",1,2086.75,2086.75
"hopland, ca",1,1627.83,1627.83
"davenport center, ny",1,667.45,667.45
"ridgway, pa",1,1333.48,1333.48
"zuni, va",1,800.09,800.09
"whitewright, tx",1,808.63,808.63
"boothbay harbor, me",1,79.13,79.13
"tall timbers, md",2,2632.00,1316.00
"michiana shores, in",1,1195.19,1195.19
"millville, ma",2,1003.00,501.50
"kailua-kona, hi",1,1439.58,1439.58
"placerville, co",1,1804.92,1804.92
"west nottingham, nh",1,90.00,90.00
"belgium, wi",1,255.31,255.31
"windsor, pa",2,1689.64,844.82
"byesville, oh",1,1710.64,1710.64
"doddsville, ms",1,52.43,52.43
"guymon, ok",1,1445.84,1445.84
"edgewood, ia",1,73.83,73.83
"chapmanville, wv",1,958.24,958.24
"newton, ia",1,107.00,107.00
"marietta, tx",1,34.00,34.00
"oakboro, nc",1,2038.35,2038.35
"deansboro, ny",1,1174.50,1174.50
"meraux, la",2,1584.51,792.26
"el campo, tx",1,451.40,451.40
"hainesport, nj",2,1350.33,675.17
"martinsville, il",2,236.94,118.47
"bethpage, tn",1,75.38,75.38
"chowchilla, ca",1,2089.09,2089.09
"wingina, va",1,57.00,57.00
"traer, ia",1,1050.74,1050.74
"dillon beach, ca",1,193.77,193.77
"portola, ca",1,4075.50,4075.50
"mammoth, wy",1,774.31,774.31
"strausstown, pa",1,1383.30,1383.30
"pioneertown, ca",2,1170.16,585.08
"broad run, va",1,167.43,167.43
"amherst, va",1,114.78,114.78
"pottsville, pa",1,1423.58,1423.58
"peotone, il",2,336.81,168.41
